Id,Sales
242,5853.95
243,4649.2
244,10655.3
245,6361.9
246,8093.85
247,15574.55
248,7143.3
249,9332.75
250,5423.75
251,4917.25
252,7224.65
253,4256.15
254,5505.3
255,10817.05
256,5719.45
257,16188.85
258,14885.85
259,5126.05
260,7818.7
261,5607.2
262,6959.0
263,5893.55
264,4665.35
265,7765.25
266,9759.1
267,5130.05
268,7858.1
269,4821.8
270,10089.0
271,7335.8
272,6221.55
273,6428.4
274,6003.6
275,7882.9
276,11442.5
277,5585.15
278,10444.4
279,6238.2
280,10294.0
281,5572.3
282,6474.65
283,5808.5
284,9962.65
285,6549.05
286,8033.5
287,6747.85
288,8501.95
289,4797.4
290,8298.35
291,6983.85
292,4407.45
293,14620.85
294,18195.75
295,8380.1
296,7042.4
297,9275.3
298,10826.9
299,10818.9
300,6001.85
301,7578.0
302,5464.8
303,8954.2
304,4333.45
305,6514.65
306,5900.6
307,6479.1
308,7798.95
309,5406.1
310,5255.35
311,6355.4
312,4964.45
313,4807.0
314,6193.7
315,6477.85
316,8893.3
317,8893.3
318,8522.0
319,6268.9
320,6189.4
321,11622.55
322,8920.05
323,5304.65
324,6667.2
325,8169.15
326,4732.15
327,6650.1
328,3918.1
329,5568.7
330,9111.15
331,8014.0
332,9150.5
333,9150.5
334,9150.5
335,11553.7
336,6029.0
337,11793.9
338,3559.45
339,5349.85
340,7302.55
341,4770.15
342,8721.15
343,5462.95
344,5148.25
345,9646.5
346,12074.8
347,9755.4
348,5901.9
349,5231.15
350,8207.6
351,6735.85
352,6954.75
353,6735.85
354,7554.4
355,10498.7
356,4490.9
357,7002.1
358,7327.7
359,8386.8
360,13704.15
361,5320.15
362,15000.1
363,8606.85
364,5519.05
365,4254.6
366,6483.65
367,7960.2
368,6159.65
369,7051.45
370,7287.6
371,4981.45
372,7287.6
373,3609.75
374,8878.7
375,7060.25
376,9112.3
377,8687.9
378,5391.5
379,9335.1
380,7047.8
381,5305.6
382,7476.5
383,6009.1
384,11632.9
385,6725.3
386,5270.95
387,7823.6
388,8568.45
389,7307.0
390,6842.05
391,9145.8
392,5409.85
393,5915.05
394,6739.3
395,8312.65
396,6175.35
397,6071.8
398,7416.3
399,5853.6
400,3918.1
401,5734.95
402,10113.9
403,8909.4
404,10618.35
405,11562.4
406,8625.35
407,6354.2
408,4944.95
409,11144.9
410,10562.9
411,9041.45
412,8893.35
413,8204.5
414,6702.85
415,3921.6
416,12056.8
417,5648.95
418,6363.75
419,7872.95
420,3226.75
421,11748.65
422,5554.15
423,5502.3
424,4901.1
425,6333.85
426,6496.1
427,8846.4
428,7472.75
429,6036.4
430,6268.6
431,4292.5
432,3564.3
433,7385.7
434,16889.7
435,5823.9
436,5708.95
437,6764.9
438,5308.15
439,5787.35
440,4984.8
441,4054.8
442,8118.2
443,6738.55
444,4556.85
445,8341.7
446,5945.4
447,5013.35
448,8176.75
449,8615.65
450,10342.6
451,5892.15
452,7675.1
453,4742.75
454,5410.65
455,14835.9
456,7025.7
457,6452.55
458,5963.1
459,5429.85
460,6356.8
461,5560.35
462,12161.65
463,5186.5
464,6427.9
465,6961.15
466,4858.45
467,6965.2
468,7784.35
469,9507.35
470,7445.2
471,4139.4
472,6248.55
473,6809.65
474,9654.4
475,9297.25
476,6736.35
477,5353.05
478,6736.35
479,6444.6
480,4695.7
481,8278.45
482,7793.0
483,6374.5
484,6605.0
485,6705.15
486,10729.7
487,5875.05
488,6423.1
489,8774.45
490,7140.0
491,11820.95
492,7479.15
493,5257.5
494,11727.85
495,6764.8
496,4147.6
497,7927.35
498,13038.9
499,10989.35
500,5927.8
501,6403.55
502,6879.9
503,7747.55
504,5760.05
505,8471.25
506,3775.05
507,6497.9
508,6672.3
509,5895.35
510,5675.9
511,6924.55
512,9152.9
513,5006.9
514,9173.5
515,6675.25
516,8804.05
517,5809.45
518,7682.7
519,6484.95
520,7747.9
521,8158.95
522,5518.4
523,8827.0
524,9779.05
525,7711.4
526,4394.25
527,3840.9
528,7776.6
529,6620.8
530,7831.2
531,7108.5
532,5966.65
533,8310.15
534,7487.65
535,7157.8
536,9160.2
537,6203.55
538,8362.2
539,11009.8
540,8342.75
541,5317.7
542,7525.6
543,5346.55
544,0.0
545,9047.5
546,7339.1
547,8665.4
548,6314.1
549,9217.0
550,7269.65
551,11526.4
552,5293.9
553,6596.2
554,5810.25
555,8403.6
556,7505.45
557,7478.55
558,7679.25
559,10695.95
560,7181.25
561,6777.05
562,5619.7
563,4928.35
564,5070.45
565,9457.5
566,9570.75
567,6641.3
568,15393.05
569,6531.75
570,7410.35
571,6592.0
572,7801.15
573,8169.65
574,6850.4
575,8609.3
576,8211.45
577,8295.55
578,7370.0
579,6241.7
580,5859.6
581,6608.65
582,4695.1
583,5353.05
584,8711.15
585,15816.75
586,7047.3
587,5109.6
588,7017.5
589,4333.85
590,5973.9
591,4323.2
592,8813.5
593,5973.9
594,5990.2
595,14149.5
596,11349.3
597,7615.15
598,8251.05
599,3981.35
600,6212.85
601,5692.95
602,4741.85
603,4783.4
604,4007.45
605,6840.35
606,5846.8
607,9221.7
608,6700.55
609,3789.6
610,7120.25
611,9270.05
612,8057.7
613,4925.1
614,4728.5
615,8102.75
616,5718.25
617,9176.35
618,4846.85
619,4899.05
620,7543.75
621,6246.2
622,3536.05
623,6770.2
624,8446.75
625,9766.4
626,9554.75
627,6054.4
628,4292.55
629,5941.0
630,9817.45
631,5211.0
632,6757.7
633,6459.6
634,14281.8
635,7975.7
636,6325.65
637,7929.1
638,4800.75
639,9012.0
640,7107.1
641,13926.4
642,6335.85
643,5150.3
644,5121.6
645,4455.35
646,7543.15
647,10411.75
648,4286.4
649,5220.1
650,10436.8
651,6758.35
652,7100.0
653,8276.5
654,6194.25
655,8342.75
656,5176.4
657,9332.6
658,5927.85
659,7086.35
660,7138.85
661,4345.4
662,7196.75
663,5377.95
664,3941.7
665,8360.35
666,8446.85
667,4493.8
668,7201.05
669,7158.15
670,4619.4
671,8371.85
672,6056.8
673,9219.4
674,5051.85
675,5214.95
676,6562.5
677,0.0
678,8208.65
679,4479.9
680,6196.75
681,4525.05
682,9374.65
683,6426.0
684,6920.85
685,7801.9
686,8675.9
687,7592.35
688,7509.7
689,7360.0
690,8530.85
691,9359.45
692,6746.75
693,3556.85
694,5536.65
695,7184.7
696,5229.2
697,6148.4
698,5708.75
699,6774.0
700,11170.0
701,6568.0
702,4780.3
703,13568.6
704,10011.55
705,5763.15
706,9397.55
707,9654.4
708,8907.5
709,5476.55
710,6951.1
711,6726.85
712,6938.5
713,6752.95
714,5057.6
715,6036.55
716,7506.45
717,6922.7
718,7590.55
719,6070.4
720,7014.55
721,4583.35
722,8537.8
723,7009.55
724,6908.55
725,6599.1
726,7225.3
727,9908.35
728,5798.25
729,5961.25
730,6834.35
731,7660.45
732,7191.35
733,4712.15
734,4294.7
735,7820.2
736,7640.15
737,5799.3
738,7850.8
739,7831.1
740,6848.7
741,5333.8
742,3864.95
743,7285.5
744,6223.75
745,6707.35
746,9980.15
747,8807.4
748,4818.65
749,9511.65
750,4230.3
751,3525.2
752,6800.45
753,12756.3
754,8484.9
755,7095.25
756,6149.7
757,6542.95
758,9608.0
759,6421.1
760,8166.4
761,6064.45
762,4795.65
763,4843.4
764,5250.0
765,5972.65
766,4970.45
767,5127.0
768,4179.6
769,7627.8
770,6933.8
771,6138.15
772,6335.25
773,6916.55
774,5815.35
775,5850.65
776,8468.3
777,8314.65
778,8266.95
779,4306.3
780,13391.6
781,6519.9
782,5908.4
783,10321.35
784,8899.4
785,7317.25
786,6337.0
787,7533.8
788,9410.25
789,15290.0
790,4995.05
791,4987.45
792,5451.7
793,6939.05
794,7602.7
795,8009.75
796,9196.05
797,7249.9
798,4398.05
799,6589.0
800,8261.45
801,5000.25
802,6994.45
803,4519.45
804,7501.1
805,8541.7
806,7412.35
807,10356.8
808,6521.0
809,6169.05
810,6738.75
811,7407.5
812,8721.15
813,7560.95
814,7233.95
815,6822.2
816,4360.5
817,9760.6
818,4921.9
819,10788.55
820,5371.15
821,4550.4
822,6657.7
823,6283.05
824,7428.1
825,7099.4
826,3705.0
827,4710.2
828,7601.5
829,9347.05
830,9308.0
831,5043.95
832,6625.5
833,7171.25
834,6251.65
835,5993.95
836,9608.55
837,8610.95
838,12209.65
839,4841.45
840,5769.45
841,0.0
842,8730.3
843,5810.05
844,10520.15
845,7073.45
846,5147.85
847,6403.6
848,4577.35
849,5666.15
850,6847.05
851,5969.6
852,5315.75
853,8922.4
854,7099.2
855,19677.4
856,6811.5
857,4944.15
858,8098.4
859,8863.15
860,6301.85
861,6804.75
862,6015.2
863,9106.3
864,8568.05
865,6551.15
866,5638.6
867,7024.4
868,8749.65
869,6886.6
870,9465.75
871,5574.7
872,5400.85
873,5757.2
874,9731.9
875,11062.45
876,10827.9
877,7843.2
878,4928.35
879,6664.85
880,5297.95
881,7902.95
882,10093.2
883,10477.3
884,6772.75
885,5471.4
886,5004.2
887,6822.65
888,11523.7
889,6907.95
890,5319.3
891,6826.1
892,8446.2
893,3777.35
894,7582.4
895,4427.45
896,7769.65
897,8051.5
898,5941.1
899,7544.55
900,7058.15
901,5357.7
902,6596.35
903,7263.55
904,10895.7
905,5797.2
906,8232.2
907,8037.95
908,9257.35
909,6680.05
910,9797.85
911,5967.7
912,4850.5
913,6644.15
914,6126.15
915,8424.5
916,8267.65
917,5996.0
918,7443.85
919,7590.4
920,9637.6
921,3936.55
922,14806.75
923,5311.75
924,6822.2
925,8893.6
926,5976.65
927,6108.0
928,6386.0
929,7457.4
930,5473.85
931,6304.3
932,8641.95
933,7616.25
934,8196.15
935,5173.65
936,7192.6
937,7019.55
938,6929.6
939,5124.5
940,6767.65
941,6239.0
942,6901.65
943,8126.2
944,4164.0
945,8328.25
946,7078.75
947,7585.7
948,7686.7
949,4395.65
950,5993.3
951,6424.85
952,8390.2
953,11262.6
954,5350.65
955,4684.45
956,8362.7
957,6289.0
958,7388.55
959,9848.4
960,8095.3
961,8178.4
962,5876.8
963,4419.5
964,7524.95
965,10280.35
966,9490.7
967,8673.35
968,8251.15
969,6723.2
970,8642.2
971,6691.75
972,8654.25
973,9842.2
974,7790.1
975,11050.4
976,7827.25
977,8818.1
978,6270.45
979,7165.4
980,8031.45
981,6722.6
982,5068.0
983,5980.7
984,7977.25
985,5954.7
986,5629.6
987,8888.9
988,7394.65
989,6664.95
990,6551.95
991,6045.1
992,7992.15
993,8032.45
994,8387.9
995,5600.8
996,5851.45
997,6456.9
998,4320.8
999,6117.3
1000,4724.15
1001,9170.8
1002,8241.9
1003,7298.2
1004,6094.7
1005,6959.55
1006,5614.55
1007,10600.05
1008,7721.2
1009,8333.5
1010,8104.4
1011,5410.2
1012,6499.1
1013,6196.15
1014,7443.5
1015,12723.4
1016,5689.85
1017,3456.75
1018,6131.4
1019,8880.05
1020,8834.05
1021,8057.0
1022,7770.25
1023,4953.5
1024,6089.05
1025,3671.55
1026,5226.9
1027,6413.05
1028,7532.7
1029,7505.85
1030,7570.35
1031,8384.2
1032,8873.35
1033,7997.55
1034,6730.25
1035,9669.0
1036,11586.1
1037,6334.05
1038,8314.75
1039,5144.9
1040,6442.6
1041,4671.45
1042,8795.4
1043,5734.25
1044,10748.5
1045,7575.75
1046,8521.55
1047,8290.1
1048,5409.15
1049,9155.9
1050,18638.0
1051,11623.1
1052,5927.25
1053,2867.45
1054,6329.9
1055,9690.5
1056,6400.2
1057,12739.4
1058,18317.5
1059,3957.1
1060,5435.1
1061,8404.9
1062,6199.4
1063,10744.35
1064,7355.35
1065,7656.1
1066,3574.85
1067,8795.15
1068,7011.5
1069,7640.35
1070,7545.05
1071,6772.45
1072,6121.8
1073,7936.55
1074,6768.85
1075,5765.4
1076,9014.8
1077,7214.65
1078,6301.0
1079,7544.1
1080,6548.45
1081,6189.4
1082,8156.35
1083,8063.85
1084,11098.2
1085,6936.3
1086,7705.4
1087,6099.85
1088,4340.55
1089,13842.05
1090,10249.6
1091,5764.35
1092,4773.95
1093,9720.0
1094,7183.35
1095,9526.75
1096,7170.2
1097,5789.55
1098,5210.55
1099,4468.05
1100,10133.5
1101,5611.0
1102,8303.05
1103,15234.85
1104,7496.2
1105,6248.15
1106,5017.0
1107,5130.85
1108,6867.45
1109,4293.4
1110,5523.95
1111,10992.35
1112,5555.75
1113,16486.45
1114,15290.7
1115,5030.9
1116,7789.6
1117,5539.1
1118,6974.5
1119,5866.55
1120,4659.8
1121,7514.45
1122,9370.8
1123,5312.85
1124,7617.45
1125,4684.2
1126,10005.9
1127,7274.9
1128,5844.7
1129,6472.1
1130,5844.5
1131,8119.85
1132,9644.2
1133,5593.35
1134,10664.25
1135,6473.1
1136,10719.8
1137,5645.55
1138,6450.0
1139,6369.1
1140,10659.4
1141,7128.35
1142,7104.45
1143,7419.15
1144,8821.75
1145,4929.55
1146,8283.4
1147,6935.1
1148,4682.15
1149,16614.0
1150,18159.25
1151,9589.5
1152,7217.75
1153,9632.7
1154,10805.7
1155,11339.65
1156,5863.3
1157,7888.5
1158,5572.65
1159,9063.65
1160,4187.5
1161,6590.2
1162,6520.1
1163,6489.7
1164,7693.45
1165,5475.6
1166,5280.3
1167,6404.95
1168,4696.3
1169,4873.9
1170,6353.2
1171,7518.7
1172,9445.75
1173,9445.75
1174,8626.05
1175,5835.0
1176,6313.05
1177,11380.75
1178,8608.55
1179,5567.55
1180,6526.35
1181,8474.45
1182,4926.05
1183,6539.35
1184,3695.95
1185,5457.7
1186,8510.8
1187,7816.95
1188,8628.2
1189,8628.2
1190,8628.2
1191,12807.05
1192,6280.15
1193,10948.15
1194,3318.45
1195,5758.85
1196,6761.3
1197,4413.7
1198,8886.35
1199,5501.55
1200,5273.1
1201,8785.65
1202,12171.15
1203,8404.25
1204,5792.8
1205,5423.25
1206,9608.8
1207,7446.95
1208,6881.8
1209,7446.95
1210,7530.75
1211,10800.25
1212,4844.8
1213,6905.95
1214,8001.1
1215,9383.5
1216,14675.75
1217,5911.8
1218,15544.35
1219,8529.95
1220,6399.45
1221,3563.7
1222,6624.55
1223,7207.75
1224,6380.65
1225,7011.5
1226,7244.7
1227,4436.0
1228,7244.7
1229,3896.8
1230,8733.5
1231,7046.3
1232,8982.85
1233,8763.0
1234,5230.25
1235,9737.4
1236,7293.5
1237,5873.95
1238,7195.5
1239,7097.8
1240,11384.5
1241,6872.65
1242,5436.3
1243,8889.8
1244,8592.8
1245,6811.95
1246,7102.9
1247,9202.25
1248,5367.25
1249,5619.3
1250,7268.2
1251,8032.4
1252,6180.85
1253,6353.05
1254,7065.35
1255,6366.25
1256,3908.45
1257,5403.95
1258,10066.05
1259,8461.8
1260,11498.85
1261,12335.35
1262,8810.05
1263,6546.5
1264,5353.15
1265,10646.4
1266,9879.15
1267,8940.35
1268,8553.6
1269,8293.0
1270,6384.55
1271,4080.4
1272,12395.8
1273,5921.1
1274,6309.95
1275,7445.9
1276,3666.25
1277,11881.95
1278,5874.1
1279,5780.1
1280,4722.5
1281,6608.0
1282,6540.95
1283,10072.35
1284,6819.3
1285,5973.85
1286,6598.5
1287,5004.15
1288,3629.8
1289,7196.15
1290,18515.9
1291,5421.85
1292,5666.15
1293,7318.55
1294,5186.1
1295,5816.95
1296,4594.45
1297,4516.6
1298,8103.05
1299,6775.85
1300,5091.85
1301,9079.5
1302,6772.4
1303,4884.4
1304,8512.4
1305,8930.4
1306,10560.05
1307,6416.4
1308,7542.35
1309,4993.15
1310,5245.05
1311,16840.7
1312,6597.15
1313,6029.95
1314,5863.8
1315,5110.75
1316,6275.7
1317,4293.1
1318,9574.8
1319,5368.55
1320,6784.85
1321,7620.8
1322,5121.25
1323,6941.05
1324,7506.45
1325,9391.95
1326,7526.95
1327,4115.05
1328,6536.3
1329,7248.05
1330,9813.4
1331,8491.25
1332,7174.75
1333,5570.0
1334,7174.75
1335,6437.65
1336,4384.15
1337,7615.25
1338,7251.7
1339,6450.5
1340,7005.65
1341,6758.35
1342,10677.3
1343,6209.2
1344,6539.2
1345,8560.25
1346,6881.45
1347,11904.6
1348,7287.45
1349,5467.4
1350,11820.25
1351,6183.1
1352,4601.7
1353,8888.2
1354,12785.1
1355,10594.65
1356,5760.05
1357,5659.55
1358,7069.95
1359,7713.55
1360,5790.35
1361,8264.8
1362,3555.85
1363,6799.45
1364,6922.8
1365,5972.25
1366,5403.8
1367,7399.0
1368,9920.15
1369,5049.4
1370,9581.15
1371,6968.85
1372,9147.05
1373,5480.85
1374,8219.4
1375,6815.35
1376,7583.4
1377,8963.05
1378,3891.2
1379,7886.55
1380,10148.45
1381,7690.35
1382,4791.7
1383,3832.5
1384,8134.2
1385,6819.45
1386,8228.55
1387,6790.1
1388,5987.7
1389,8172.0
1390,7631.65
1391,6843.2
1392,9259.15
1393,6145.55
1394,8613.85
1395,10869.25
1396,8497.65
1397,5258.35
1398,7660.35
1399,5276.25
1400,0.0
1401,8556.3
1402,7220.3
1403,9147.35
1404,6483.15
1405,9188.15
1406,8014.35
1407,12606.9
1408,5076.7
1409,6528.35
1410,6012.35
1411,8784.0
1412,7923.1
1413,7564.2
1414,7638.1
1415,10834.75
1416,7197.7
1417,6748.95
1418,5733.3
1419,4897.3
1420,4938.85
1421,9671.7
1422,10102.0
1423,6764.55
1424,14973.1
1425,6195.5
1426,7541.0
1427,6569.15
1428,8049.55
1429,8520.45
1430,6733.1
1431,8327.9
1432,8562.45
1433,8349.6
1434,7159.3
1435,5579.6
1436,5667.5
1437,6464.55
1438,4952.35
1439,5429.3
1440,9244.75
1441,16024.05
1442,6866.55
1443,5261.5
1444,7738.4
1445,4423.75
1446,5785.6
1447,4074.4
1448,9198.3
1449,5785.6
1450,6745.4
1451,14134.0
1452,11456.3
1453,6828.15
1454,7580.95
1455,3841.45
1456,6305.65
1457,5868.2
1458,4828.9
1459,4598.85
1460,4070.3
1461,6851.15
1462,6117.6
1463,9226.5
1464,6468.25
1465,3493.1
1466,7150.75
1467,8202.1
1468,8248.65
1469,5466.65
1470,4929.0
1471,7855.75
1472,5986.05
1473,9413.25
1474,4452.95
1475,4851.85
1476,7109.7
1477,6147.6
1478,3408.35
1479,6753.65
1480,8905.0
1481,9537.0
1482,10257.2
1483,5912.85
1484,4209.2
1485,5842.25
1486,9944.15
1487,4637.5
1488,6658.95
1489,6614.2
1490,14776.45
1491,8495.15
1492,6592.05
1493,7952.85
1494,5143.45
1495,8654.55
1496,7178.0
1497,13957.8
1498,6176.65
1499,5672.45
1500,5387.45
1501,4304.55
1502,8312.75
1503,10544.4
1504,5108.75
1505,4979.9
1506,9851.45
1507,6771.95
1508,7413.2
1509,7788.95
1510,6324.7
1511,8568.05
1512,5240.3
1513,9368.8
1514,6205.6
1515,7462.1
1516,8104.2
1517,5126.7
1518,8208.9
1519,5789.15
1520,3828.85
1521,9359.4
1522,8985.2
1523,4814.25
1524,6968.4
1525,7160.55
1526,5061.9
1527,9403.35
1528,6447.25
1529,8665.9
1530,4967.8
1531,5412.3
1532,7375.25
1533,0.0
1534,7682.5
1535,4991.6
1536,6311.2
1537,4600.45
1538,10007.6
1539,6225.1
1540,6921.25
1541,7448.75
1542,7926.65
1543,6918.55
1544,7964.15
1545,8228.7
1546,9731.05
1547,9626.5
1548,6996.8
1549,3726.6
1550,6640.75
1551,7482.6
1552,6372.8
1553,6625.65
1554,6002.3
1555,6647.2
1556,10995.8
1557,6267.7
1558,4698.7
1559,13552.85
1560,10299.75
1561,5882.2
1562,9964.55
1563,9409.8
1564,8732.65
1565,5685.8
1566,6937.3
1567,6771.75
1568,6672.6
1569,6929.95
1570,5145.4
1571,6692.95
1572,7637.2
1573,8386.85
1574,8463.4
1575,6238.65
1576,7570.5
1577,4254.05
1578,8314.2
1579,7481.1
1580,5820.1
1581,6932.65
1582,7243.75
1583,9816.55
1584,5797.05
1585,5916.95
1586,6561.6
1587,7640.0
1588,7220.6
1589,5082.2
1590,4376.3
1591,9167.4
1592,7242.7
1593,5924.3
1594,8287.75
1595,8308.4
1596,8278.85
1597,5350.05
1598,3857.95
1599,7337.4
1600,6233.9
1601,6676.2
1602,10621.05
1603,9730.65
1604,4866.0
1605,8468.95
1606,4359.0
1607,3447.95
1608,7046.25
1609,14170.25
1610,7758.3
1611,7157.7
1612,5733.65
1613,7307.5
1614,9597.2
1615,6447.25
1616,8014.3
1617,6528.85
1618,4894.55
1619,5576.55
1620,5246.95
1621,5924.3
1622,5177.05
1623,5156.9
1624,4333.15
1625,7776.2
1626,7178.9
1627,6437.4
1628,6377.95
1629,7441.05
1630,6085.2
1631,6070.5
1632,8517.45
1633,8878.5
1634,8352.9
1635,4345.8
1636,13663.4
1637,6335.55
1638,5921.9
1639,11129.95
1640,9503.35
1641,7558.2
1642,6244.95
1643,7554.45
1644,10048.9
1645,16353.05
1646,5657.05
1647,5224.25
1648,5351.25
1649,6948.4
1650,7514.8
1651,8413.3
1652,8636.25
1653,7323.6
1654,4234.25
1655,6681.7
1656,8200.65
1657,5319.45
1658,7080.9
1659,4627.55
1660,7583.9
1661,8499.75
1662,7412.5
1663,10753.7
1664,7091.6
1665,5841.05
1666,6318.1
1667,7203.35
1668,8929.9
1669,7307.85
1670,7035.55
1671,6873.1
1672,4420.65
1673,9620.4
1674,4918.4
1675,10536.25
1676,5578.0
1677,5158.95
1678,7015.9
1679,6146.0
1680,7698.85
1681,8039.6
1682,3818.7
1683,4871.5
1684,7907.85
1685,10021.2
1686,10471.15
1687,5696.05
1688,6002.15
1689,6910.15
1690,6336.7
1691,5695.6
1692,9574.45
1693,8852.6
1694,12584.75
1695,5002.85
1696,5973.85
1697,0.0
1698,8056.65
1699,5717.3
1700,10929.5
1701,7611.05
1702,5307.4
1703,6194.3
1704,4914.75
1705,5592.75
1706,7153.65
1707,5994.35
1708,5444.75
1709,9135.85
1710,6919.5
1711,19907.1
1712,6849.55
1713,5561.6
1714,9004.7
1715,11560.85
1716,7035.8
1717,8045.35
1718,6635.35
1719,8887.0
1720,9050.2
1721,6421.4
1722,6306.15
1723,7142.4
1724,9306.15
1725,7987.65
1726,6694.8
1727,6972.75
1728,5839.5
1729,6293.3
1730,10198.95
1731,10374.5
1732,12216.85
1733,8378.4
1734,6297.25
1735,6596.35
1736,5587.6
1737,8863.6
1738,10046.25
1739,8839.6
1740,6761.15
1741,5831.55
1742,6025.45
1743,8906.45
1744,11156.8
1745,7882.95
1746,5314.15
1747,5733.05
1748,8145.3
1749,4256.3
1750,7829.1
1751,4608.2
1752,6717.55
1753,7074.25
1754,6287.3
1755,7625.85
1756,7378.0
1757,5584.7
1758,8165.4
1759,7756.5
1760,11498.1
1761,6028.75
1762,9302.05
1763,8334.2
1764,9869.15
1765,6956.1
1766,11252.2
1767,6413.1
1768,5612.2
1769,7155.0
1770,6439.85
1771,8369.2
1772,7960.2
1773,6747.45
1774,7448.9
1775,6670.5
1776,11462.7
1777,4437.5
1778,13695.15
1779,5907.9
1780,7100.9
1781,9555.3
1782,6403.65
1783,6456.05
1784,7626.75
1785,7980.7
1786,5865.65
1787,6012.15
1788,7267.55
1789,7288.5
1790,8877.35
1791,5615.0
1792,7706.8
1793,7164.65
1794,7107.3
1795,5261.05
1796,6543.3
1797,6064.2
1798,6425.1
1799,8002.75
1800,4513.25
1801,8061.1
1802,7006.5
1803,7255.65
1804,8566.75
1805,5233.9
1806,6408.45
1807,6268.05
1808,8044.4
1809,11838.8
1810,5468.05
1811,4830.5
1812,7755.1
1813,5804.55
1814,8448.15
1815,9916.55
1816,7837.4
1817,9045.3
1818,6330.05
1819,5056.7
1820,8001.6
1821,9290.2
1822,11090.05
1823,8394.35
1824,8053.7
1825,7855.5
1826,8727.3
1827,6621.35
1828,9540.35
1829,9530.5
1830,8205.15
1831,12270.1
1832,8606.2
1833,7171.65
1834,6790.0
1835,7779.65
1836,7980.25
1837,7689.7
1838,4713.2
1839,6149.45
1840,9214.8
1841,6952.35
1842,5740.0
1843,10602.3
1844,7316.95
1845,6288.1
1846,6403.25
1847,5933.45
1848,8605.65
1849,7891.2
1850,8962.1
1851,6332.75
1852,6235.2
1853,6891.05
1854,4501.75
1855,7803.4
1856,6542.35
1857,8588.05
1858,8452.3
1859,6590.75
1860,6073.85
1861,6609.1
1862,5521.85
1863,11885.5
1864,6908.95
1865,8414.25
1866,8218.6
1867,5269.8
1868,6623.7
1869,6314.6
1870,8267.0
1871,13686.3
1872,7176.05
1873,4216.2
